"CLIENTNUM","STATUS","CUSTOMER_AGE","GENDER","DEPENDENT_COUNT","EDUCATION_LEVEL","MARITAL_STATUS","INCOME_CATEGORY","CARD_CATEGORY","MONTHS_ON_BOOK","TOTAL_RELATIONSHIP_COUNT","MONTHS_INACTIVE_12_MON","CONTACTS_COUNT_12_MON","CREDIT_LIMIT","TOTAL_REVOLVING_BAL","AVG_OPEN_TO_BUY","TOTAL_TRANS_AMT","TOTAL_TRANS_CT","AVG_UTILIZATION_RATIO"
713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766,0,8766,2263,35,0.0
713336883,Attrited Customer,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760,0,1760,2285,46,0.0
713339283,Existing Customer,54,M,3,Unknown,Married,$60K - $80K,Blue,39,4,3,4,6348,798,5550,4135,71,0.126
713343333,Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,29,4,3,4,6698,1327,5371,4065,77,0.198
713345508,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,36,4,3,2,2325,1662,663,4471,83,0.715
713346558,Existing Customer,45,M,4,Graduate,Divorced,$60K - $80K,Blue,37,5,2,4,6784,891,5893,1900,28,0.131
713347608,Attrited Customer,54,F,2,Post-Graduate,Single,Less than $40K,Blue,43,2,3,2,4917,0,4917,9442,69,0.0
713348433,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,29,6,3,2,1545,751,794,4477,62,0.486
713350908,Existing Customer,41,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,3,3,2690,1912,778,3636,68,0.711
713352183,Existing Customer,30,M,1,Post-Graduate,Married,Less than $40K,Blue,17,5,1,2,7173,1227,5946,1793,33,0.171
713355708,Existing Customer,41,F,3,High School,Married,Unknown,Blue,31,4,6,3,4739,1878,2861,5238,84,0.396
713356833,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710,2517,1193,1578,34,0.678
713358633,Existing Customer,30,M,1,Graduate,Single,$60K - $80K,Blue,36,6,1,2,11371,1015,10356,2768,68,0.089
713362158,Existing Customer,50,M,3,Unknown,Single,$120K +,Blue,33,4,1,4,17087,0,17087,3519,70,0.0
713363583,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,17,3,1,2,5030,2326,2704,3345,69,0.462
713364783,Existing Customer,42,F,1,Post-Graduate,Single,Less than $40K,Blue,28,3,3,0,3453,1010,2443,8108,85,0.292
713366583,Existing Customer,63,F,1,High School,Married,Less than $40K,Blue,56,6,1,3,3055,1685,1370,1405,40,0.552
713367858,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36,2,2,2,2479,1748,731,8042,85,0.705
713368833,Existing Customer,49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,6205,2233,3972,3906,64,0.36
713370033,Attrited Customer,53,F,0,Graduate,Single,Less than $40K,Blue,40,4,1,4,1438,0,1438,2014,53,0.0
713371233,Existing Customer,43,F,1,Graduate,Married,Less than $40K,Silver,31,5,1,2,11583,631,10952,3320,55,0.054
713372583,Existing Customer,42,F,4,High School,Single,Less than $40K,Blue,19,3,2,0,1438,0,1438,3786,67,0.0
713373708,Attrited Customer,54,F,3,Unknown,Single,Less than $40K,Blue,36,2,3,3,1857,0,1857,2464,57,0.0
713374533,Existing Customer,52,F,1,Unknown,Single,$40K - $60K,Blue,43,4,2,2,1981,1082,899,3913,90,0.546
713375658,Existing Customer,37,M,2,Graduate,Divorced,$40K - $60K,Blue,17,6,3,3,3176,0,3176,2298,67,0.0
713378133,Existing Customer,54,F,0,Post-Graduate,Single,Less than $40K,Silver,39,6,2,3,11696,2288,9408,2445,60,0.196
713379258,Existing Customer,32,F,1,High School,Married,Less than $40K,Blue,36,1,1,2,4097,1293,2804,15925,100,0.316
713380308,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,36,6,2,1,1734,0,1734,4092,76,0.0
713381433,Attrited Customer,38,F,1,High School,Married,Less than $40K,Blue,28,3,3,3,4196,731,3465,1868,30,0.174
713382558,Existing Customer,57,F,3,College,Single,Less than $40K,Blue,42,1,1,2,2063,953,1110,4304,81,0.462
713384508,Existing Customer,28,M,1,High School,Single,Less than $40K,Blue,14,4,3,1,2897,1398,1499,2698,73,0.483
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2,3,5210,0,5210,2162,36,0.0
713389233,Existing Customer,49,F,3,High School,Single,Unknown,Silver,36,3,2,2,31631,0,31631,3418,58,0.0
713390433,Attrited Customer,44,M,3,Graduate,Unknown,$60K - $80K,Gold,29,2,3,2,34516,2517,31999,6782,67,0.073
713394858,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,34,4,2,2,4776,0,4776,4581,60,0.0
713396358,Existing Customer,32,F,1,Graduate,Single,Unknown,Blue,13,5,1,3,3558,816,2742,4878,71,0.229
713398158,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,2,2,3821,1673,2148,15005,89,0.438
713399583,Attrited Customer,49,M,2,Unknown,Married,$80K - $120K,Blue,39,2,3,4,29865,2097,27768,8636,74,0.07
713401758,Existing Customer,45,M,2,Uneducated,Married,$120K +,Blue,36,6,2,3,3383,1458,1925,4897,75,0.431
713405133,Existing Customer,51,M,2,College,Married,$120K +,Blue,43,5,2,3,5232,1923,3309,4976,93,0.368
713407458,Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,36,5,2,4,2870,2284,586,3946,74,0.796
713412558,Existing Customer,39,F,4,Post-Graduate,Married,Less than $40K,Blue,22,3,3,1,5454,1108,4346,2674,67,0.203
713413758,Existing Customer,26,F,1,College,Single,Unknown,Blue,16,4,3,3,2751,1599,1152,2270,44,0.581
713416233,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,24,5,2,2,3242,2076,1166,1841,46,0.64
713417433,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,28,3,1,3,1711,0,1711,4496,77,0.0
713418558,Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,37,6,1,0,9013,0,9013,3819,71,0.0
713419908,Existing Customer,58,F,2,High School,Married,Unknown,Blue,50,3,2,3,12362,0,12362,4537,72,0.0
713422083,Attrited Customer,30,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,1574,0,1574,2560,59,0.0
713424108,Existing Customer,37,M,1,Graduate,Single,$60K - $80K,Blue,27,4,1,3,4288,2349,1939,2591,57,0.548
713425383,Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,46,2,3,2,7484,1939,5545,4923,56,0.259
713426358,Existing Customer,28,F,0,College,Married,Unknown,Blue,36,3,2,3,5685,0,5685,2395,62,0.0
713428833,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,32,2,1,3,7537,1239,6298,7613,90,0.164
713431008,Existing Customer,46,F,5,High School,Married,Unknown,Blue,36,5,3,0,3562,0,3562,4198,77,0.0
713432508,Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,3,2,4328,1749,2579,4593,72,0.404
713435058,Existing Customer,49,F,5,High School,Divorced,Less than $40K,Blue,42,5,2,3,1972,1489,483,4715,66,0.755
713436183,Existing Customer,42,F,3,High School,Married,$40K - $60K,Blue,29,4,3,2,5640,0,5640,4739,80,0.0
713437008,Attrited Customer,40,F,3,Graduate,Married,Unknown,Blue,25,1,2,3,6888,1878,5010,9038,64,0.273
713438358,Existing Customer,41,F,4,Graduate,Married,Unknown,Blue,30,3,1,2,5417,1904,3513,1768,56,0.351
713440833,Existing Customer,61,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,2207,2020,187,4348,84,0.915
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,5,3,2,19727,1785,17942,1245,25,0.09
713442933,Existing Customer,49,M,3,Unknown,Married,$40K - $60K,Blue,32,4,3,3,3114,2208,906,5219,86,0.709
713444058,Existing Customer,45,M,1,Unknown,Divorced,$40K - $60K,Silver,31,3,1,1,17437,2225,15212,3381,51,0.128
713445183,Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue,26,4,3,2,4008,1841,2167,2794,58,0.459
713446083,Existing Customer,49,F,4,Uneducated,Unknown,Unknown,Blue,39,5,2,3,11545,1732,9813,3996,65,0.15
713447583,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,3871,2055,1816,5480,58,0.531
713451408,Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue,36,6,1,3,1943,1654,289,3392,70,0.851
713452533,Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,22,6,3,3,1438,0,1438,3427,64,0.0
713453733,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,37,6,1,3,2529,1654,875,3428,84,0.654
713455233,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,1,34516,1416,33100,4026,65,0.041
713456583,Existing Customer,45,M,2,High School,Married,$80K - $120K,Silver,37,3,2,2,34516,1495,33021,3247,70,0.043
713460258,Existing Customer,45,F,0,Doctorate,Married,$40K - $60K,Silver,36,1,1,3,19107,933,18174,8987,89,0.049
713461533,Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2,1,29200,1310,27890,3042,73,0.045
713462508,Existing Customer,55,F,2,Graduate,Married,Unknown,Blue,41,1,1,1,3591,1760,1831,13289,121,0.49
713463708,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,25,4,2,3,1438,0,1438,2493,42,0.0
713464983,Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,4,4947,1053,3894,3479,76,0.213
713466033,Attrited Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,2092,0,2092,2015,33,0.0
713469333,Existing Customer,40,M,2,High School,Single,$80K - $120K,Blue,28,6,2,4,19279,1427,17852,1777,56,0.074
713474733,Attrited Customer,51,M,2,Graduate,Single,$80K - $120K,Blue,31,5,3,2,1438,327,1111,1783,40,0.227
713475633,Existing Customer,40,M,5,Unknown,Single,$120K +,Silver,31,1,3,3,34516,2203,32313,14204,96,0.064
713476758,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,32,4,1,1,10007,1586,8421,4309,77,0.158
713480583,Existing Customer,46,F,3,High School,Married,Unknown,Blue,36,5,2,2,4668,0,4668,1612,47,0.0
713482608,Existing Customer,47,M,4,College,Married,$40K - $60K,Blue,35,6,1,2,3560,751,2809,4060,79,0.211
713484483,Existing Customer,36,F,4,Uneducated,Single,Unknown,Silver,21,3,1,2,34516,907,33609,2298,55,0.026
713486583,Existing Customer,41,M,3,Graduate,Married,$60K - $80K,Blue,29,2,2,1,17277,2151,15126,8838,97,0.125
713487633,Existing Customer,44,M,3,Post-Graduate,Married,$80K - $120K,Blue,32,3,4,2,34516,1807,32709,7663,91,0.052
713489358,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,40,2,3,2,3698,0,3698,3763,82,0.0
713490483,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,21740,0,21740,1755,54,0.0
713492583,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,29,5,2,2,5845,0,5845,2308,35,0.0
713497983,Existing Customer,49,M,5,High School,Single,$60K - $80K,Blue,36,1,2,2,5578,0,5578,3459,53,0.0
713499408,Existing Customer,49,M,1,Unknown,Married,Less than $40K,Blue,35,5,2,2,1438,0,1438,4109,71,0.0
713503983,Existing Customer,55,F,3,College,Married,$40K - $60K,Blue,36,5,1,3,2240,1231,1009,3623,71,0.55
713508333,Existing Customer,43,F,4,College,Unknown,Less than $40K,Blue,33,5,4,3,1884,1216,668,4591,85,0.645
713509908,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,35,3,1,1,1755,1058,697,4719,90,0.603
713511108,Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,4,1438,847,591,1397,43,0.589
713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423,0,3423,2229,45,0.0
713514633,Attrited Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,50,2,4,2,6224,0,6224,8291,69,0.0
713516433,Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,6,1,0,5383,737,4646,2934,80,0.137
713519508,Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue,36,1,1,1,1983,989,994,5065,80,0.499
713520858,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,38,3,3,2,3895,1981,1914,16023,119,0.509
713522058,Existing Customer,39,F,0,College,Married,Less than $40K,Blue,30,3,2,3,1978,871,1107,4299,59,0.44
713526258,Attrited Customer,47,M,3,Uneducated,Single,$120K +,Blue,36,3,3,4,34516,0,34516,2020,33,0.0
713529858,Existing Customer,29,M,2,Graduate,Divorced,$40K - $60K,Silver,22,6,2,3,15578,1383,14195,2492,71,0.089
713530833,Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,48,2,3,3,4085,2238,1847,596,15,0.548
713531808,Existing Customer,38,F,1,Doctorate,Married,Less than $40K,Blue,28,6,1,1,1438,0,1438,4475,74,0.0
713532858,Existing Customer,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,1,2,4728,1386,3342,4077,70,0.293
713533983,Existing Customer,56,M,1,Graduate,Married,$120K +,Blue,48,6,3,4,2585,1207,1378,1590,33,0.467
713535033,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,3,3,2,22243,1377,20866,3200,91,0.062
713536158,Existing Customer,65,M,1,College,Married,Less than $40K,Blue,56,5,3,2,4189,0,4189,1597,31,0.0
713537733,Existing Customer,46,M,4,Doctorate,Unknown,$60K - $80K,Gold,36,2,2,3,34516,1426,33090,7582,95,0.041
713539833,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135,0,8135,1716,29,0.0
713541033,Existing Customer,39,F,1,College,Single,Less than $40K,Blue,32,4,2,3,2144,1557,587,4571,85,0.726
713542008,Existing Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,1,2,3,1438,0,1438,4236,83,0.0
713542908,Existing Customer,31,M,2,Graduate,Single,Less than $40K,Blue,19,1,2,3,5871,1829,4042,15645,117,0.312
713546883,Existing Customer,47,M,2,Graduate,Divorced,$60K - $80K,Blue,29,5,2,3,4786,1553,3233,5039,76,0.324
713548158,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,36,5,2,3,2657,1611,1046,2349,41,0.606
713550483,Existing Customer,45,M,4,Graduate,Unknown,$60K - $80K,Blue,33,1,5,1,8670,1930,6740,13767,96,0.223
713552958,Existing Customer,43,M,5,Graduate,Unknown,$60K - $80K,Blue,28,1,3,1,12773,1637,11136,14833,114,0.128
713555133,Attrited Customer,56,F,3,High School,Unknown,Less than $40K,Blue,44,4,3,2,1667,595,1072,2424,40,0.357
713556033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,22,5,2,3,1438,790,648,3959,59,0.549
713557533,Existing Customer,34,M,3,High School,Single,$40K - $60K,Blue,21,4,1,3,4353,1655,2698,2664,81,0.38
713560758,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,42,2,2,3,3181,2087,1094,13392,92,0.656
713563383,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,36,1,3,3,1930,952,978,3862,80,0.493
713564208,Existing Customer,34,F,1,Graduate,Unknown,Less than $40K,Blue,23,4,1,1,2207,1527,680,4159,64,0.692
713567958,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,36,4,4,2,2957,1408,1549,4280,82,0.476
713569158,Attrited Customer,43,F,3,High School,Single,$40K - $60K,Blue,34,1,3,2,1654,1474,180,2086,47,0.891
713571258,Existing Customer,45,M,2,Unknown,Single,$60K - $80K,Silver,26,6,3,2,32349,1630,30719,1343,41,0.05
713572683,Existing Customer,44,M,3,High School,Unknown,$60K - $80K,Blue,25,3,3,0,1862,0,1862,1226,34,0.0
713573508,Attrited Customer,41,M,4,Graduate,Unknown,$40K - $60K,Silver,32,4,2,4,16509,425,16084,1740,43,0.026
713574708,Existing Customer,39,M,3,College,Single,$40K - $60K,Blue,28,6,2,2,1640,1177,463,3124,66,0.718
713577483,Existing Customer,47,M,4,Unknown,Married,$80K - $120K,Blue,35,3,3,4,5589,1430,4159,1570,31,0.256
713578608,Existing Customer,58,M,0,Doctorate,Single,Less than $40K,Blue,46,6,4,3,1438,0,1438,4082,82,0.0
713579733,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,22,5,3,3,4511,754,3757,2597,71,0.167
713580633,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,32,6,2,3,11477,0,11477,1260,27,0.0
713583408,Attrited Customer,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708,920,3788,2179,50,0.195
713585958,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,36,2,3,2,5997,0,5997,1457,42,0.0
713586858,Existing Customer,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,4,3,4,11721,1175,10546,4187,73,0.1
713588958,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,25,4,1,1,2129,1507,622,3655,70,0.708
713590158,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045,2080,2965,2042,40,0.412
713591283,Existing Customer,36,F,3,Uneducated,Married,Unknown,Blue,23,6,6,1,2161,1404,757,4389,77,0.65
713592408,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,28,3,3,2,2590,0,2590,3391,66,0.0
713593683,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,28,5,3,3,11155,1583,9572,3504,60,0.142
713594883,Attrited Customer,44,F,2,Uneducated,Single,Unknown,Blue,32,5,3,3,1486,849,637,2380,43,0.571
713597658,Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,3,1,2784,2378,406,2021,57,0.854
713600958,Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,38,4,5,3,34516,2076,32440,3647,65,0.06
713605908,Existing Customer,49,M,3,Graduate,Married,$120K +,Blue,37,1,1,1,34516,1316,33200,3863,69,0.038
713607108,Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,31,6,1,2,1852,1428,424,4486,61,0.771
713608383,Attrited Customer,54,F,1,Unknown,Married,Less than $40K,Blue,40,1,1,4,1438,0,1438,1632,36,0.0
713610033,Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,3,3,5062,1996,3066,1314,40,0.394
713610933,Existing Customer,40,F,2,Uneducated,Married,Less than $40K,Blue,26,3,2,1,2708,0,2708,4277,90,0.0
713613258,Existing Customer,46,M,4,High School,Single,$80K - $120K,Blue,36,6,1,2,1438,0,1438,4461,71,0.0
713617608,Existing Customer,43,M,3,Unknown,Married,$120K +,Silver,33,5,2,3,34516,1844,32672,4217,79,0.053
713620308,Existing Customer,46,F,2,High School,Married,Less than $40K,Blue,35,6,4,3,4675,1734,2941,1232,34,0.371
713625483,Existing Customer,58,M,2,College,Married,$80K - $120K,Blue,44,3,2,2,11811,2508,9303,1469,29,0.212
713629533,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,3,1438,670,768,4321,83,0.466
713630733,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,24,5,3,3,5712,1955,3757,2617,54,0.342
713632983,Attrited Customer,43,M,4,High School,Married,$80K - $120K,Blue,35,2,3,2,10588,503,10085,7886,70,0.048
713634108,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,1,2,2,4348,1830,2518,4293,66,0.421
713637783,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,31,5,2,0,24936,2053,22883,1810,38,0.082
713639058,Attrited Customer,49,M,3,High School,Married,$60K - $80K,Blue,34,6,3,3,1511,0,1511,1329,35,0.0
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9478,820,8658,1327,41,0.087
713641233,Existing Customer,44,F,3,High School,Single,Unknown,Blue,31,5,6,4,10262,1888,8374,3553,65,0.184
713642133,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,30,6,3,3,1892,1049,843,4558,60,0.554
713643858,Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,43,4,4,2,1525,1411,114,1911,47,0.925
713644758,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,36,6,2,3,8514,2013,6501,4098,74,0.236
713645883,Existing Customer,37,F,1,High School,Single,Less than $40K,Blue,23,6,3,4,1879,1486,393,5202,88,0.791
713647083,Existing Customer,53,F,2,Uneducated,Single,Unknown,Blue,36,5,2,3,9314,1761,7553,3696,80,0.189
713648208,Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,6,2,2,3097,2409,688,4624,86,0.778
713650683,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,4,1,4,3094,2266,828,1591,37,0.732
713652783,Existing Customer,30,F,0,Unknown,Single,Less than $40K,Blue,36,1,1,1,2367,1220,1147,5568,90,0.515
713653983,Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2,1,2973,1136,1837,4342,87,0.382
713655108,Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,45,2,3,1,9752,1423,8329,14220,108,0.146
713656308,Existing Customer,56,F,0,High School,Married,Less than $40K,Blue,48,3,3,1,1438,0,1438,4210,75,0.0
713657733,Existing Customer,47,M,4,Unknown,Single,$60K - $80K,Blue,36,5,3,1,9132,800,8332,3809,71,0.088
713661933,Existing Customer,44,F,1,College,Married,Less than $40K,Blue,33,5,1,3,1522,0,1522,4835,70,0.0
713663508,Attrited Customer,58,M,0,High School,Unknown,$40K - $60K,Blue,42,3,2,3,1438,0,1438,1088,22,0.0
713664258,Existing Customer,56,M,2,Unknown,Single,$40K - $60K,Blue,48,2,2,1,14344,2014,12330,7359,85,0.14
713666058,Existing Customer,46,F,5,College,Divorced,$40K - $60K,Blue,38,6,1,3,3276,1915,1361,4264,76,0.585
713668158,Attrited Customer,31,F,1,Uneducated,Single,Unknown,Blue,36,2,3,3,21067,0,21067,9212,71,0.0
713670333,Existing Customer,60,M,1,Unknown,Single,Less than $40K,Blue,52,5,3,2,2486,1464,1022,1378,27,0.589
713671158,Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,32,2,3,1,34516,2328,32188,15754,121,0.067
713672208,Existing Customer,50,M,1,Doctorate,Divorced,$60K - $80K,Blue,33,3,5,2,19939,0,19939,3342,76,0.0
713675658,Existing Customer,36,F,1,High School,Single,Unknown,Blue,22,6,3,2,9817,848,8969,4636,85,0.086
713677158,Attrited Customer,31,F,1,Graduate,Divorced,Unknown,Blue,22,2,2,3,1623,0,1623,2126,45,0.0
713679633,Attrited Customer,41,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,5,1438,0,1438,1813,51,0.0
713681433,Existing Customer,50,F,2,High School,Divorced,Unknown,Blue,39,5,2,4,9716,874,8842,5007,91,0.09
713682708,Existing Customer,45,M,2,College,Divorced,$40K - $60K,Blue,37,5,1,2,10991,1328,9663,3692,60,0.121
713685033,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33,3,2,2,2417,0,2417,1848,38,0.0
713686008,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,25,1,1,1,11474,0,11474,13041,98,0.0
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,49,5,2,4,9944,1606,8338,3159,69,0.162
713688933,Existing Customer,42,F,0,Unknown,Married,Less than $40K,Blue,28,1,1,1,8798,1509,7289,8020,74,0.172
713691633,Existing Customer,29,M,0,Post-Graduate,Married,Less than $40K,Blue,36,1,1,1,3076,0,3076,15514,123,0.0
713692683,Existing Customer,41,M,2,Uneducated,Married,$60K - $80K,Blue,13,4,2,2,2243,1944,299,3216,77,0.867
713693958,Existing Customer,38,F,1,Uneducated,Single,Less than $40K,Blue,27,6,3,4,8638,0,8638,1295,29,0.0
713695158,Existing Customer,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562,1057,505,5019,78,0.677
713696808,Attrited Customer,46,F,3,High School,Married,Less than $40K,Blue,39,3,3,0,1801,316,1485,2252,42,0.175
713697933,Existing Customer,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516,1264,33252,7827,77,0.037
713700258,Existing Customer,55,F,1,Post-Graduate,Married,Unknown,Blue,42,1,3,3,2953,1896,1057,4644,79,0.642
713701533,Existing Customer,51,M,2,Unknown,Married,$80K - $120K,Blue,39,4,3,2,9773,1998,7775,3578,71,0.204
713705358,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,28,2,6,1,7349,994,6355,13970,109,0.135
713706258,Existing Customer,52,F,1,Unknown,Single,Less than $40K,Blue,43,6,2,1,1438,773,665,4890,63,0.537
713708358,Existing Customer,33,F,3,Unknown,Single,$40K - $60K,Silver,36,2,3,3,19594,971,18623,12429,111,0.05
713709258,Existing Customer,43,M,3,Post-Graduate,Single,$40K - $60K,Blue,32,3,3,2,2142,1369,773,4424,88,0.639
713710383,Existing Customer,43,M,2,High School,Unknown,$80K - $120K,Blue,30,4,2,1,18008,2517,15491,2659,55,0.14
713713983,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,33,4,2,2,2899,1952,947,4906,94,0.673
713717283,Attrited Customer,40,F,3,Unknown,Single,$40K - $60K,Blue,29,3,3,3,2473,2332,141,1738,32,0.943
713718558,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,37,6,2,5,2403,0,2403,3393,64,0.0
713722608,Attrited Customer,48,F,2,Unknown,Divorced,Less than $40K,Blue,35,3,1,4,2806,2514,292,1757,35,0.896
713723433,Existing Customer,52,F,4,High School,Single,Less than $40K,Blue,44,1,1,3,5721,0,5721,4188,79,0.0
713725683,Existing Customer,36,F,0,College,Single,Less than $40K,Blue,27,6,3,2,3282,1843,1439,2614,79,0.562
713726958,Attrited Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,21,5,2,2,1728,0,1728,2191,38,0.0
713730108,Existing Customer,48,M,4,Post-Graduate,Divorced,$60K - $80K,Blue,38,3,2,2,11596,1258,10338,4686,67,0.108
713730933,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,5,1438,0,1438,1739,44,0.0
713732883,Existing Customer,38,F,0,Uneducated,Single,Less than $40K,Blue,36,4,1,2,1679,0,1679,4771,81,0.0
713733633,Attrited Customer,27,M,0,High School,Divorced,$60K - $80K,Blue,36,2,3,2,13303,2517,10786,10219,85,0.189
713734758,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,23,4,2,2,6729,2375,4354,2080,50,0.353
713735508,Existing Customer,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,1,2,11927,675,11252,1986,36,0.057
713736333,Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,36,1,3,4,3606,0,3606,1829,41,0.0
713738883,Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,3,3136,1422,1714,1260,34,0.453
713739708,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,53,1,3,3,2415,2050,365,4479,71,0.849
713740533,Existing Customer,41,M,3,Graduate,Single,$60K - $80K,Blue,29,5,3,3,2775,1664,1111,2478,52,0.6
713741358,Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975,2517,30458,597,17,0.076
713743158,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,36,4,3,2,19063,1714,17349,1270,21,0.09
713744058,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,2359,1509,850,5232,78,0.64
